model,feature_set,.threshold,specificity,sensitivity
gbm,clinical_biomarkers,0.009790897369384766,0.6,1
gbm,clinical_biomarkers,0.010050654411315918,0.62,1
gbm,clinical_biomarkers,0.011888742446899414,0.64,1
gbm,clinical_biomarkers,0.013985395431518555,0.6599999999999999,1
gbm,clinical_biomarkers,0.014019012451171875,0.6799999999999999,1
gbm,clinical_biomarkers,0.015146851539611816,0.7,1
gbm,clinical_biomarkers,0.01624971628189087,0.72,1
gbm,clinical_biomarkers,0.016586780548095703,0.74,1
gbm,clinical_biomarkers,0.016736984252929688,0.76,1
gbm,clinical_biomarkers,0.01696145534515381,0.78,1
gbm,clinical_biomarkers,0.01713961362838745,0.8,1
gbm,clinical_biomarkers,0.01831907033920288,0.8200000000000001,1
gbm,clinical_biomarkers,0.018525123596191406,0.84,1
gbm,clinical_biomarkers,0.018594563007354736,0.86,1
gbm,clinical_biomarkers,0.018755972385406494,0.88,1
gbm,clinical_biomarkers,0.018999040126800537,0.88,0.98
gbm,clinical_biomarkers,0.019043326377868652,0.9,0.98
gbm,clinical_biomarkers,0.019519686698913574,0.92,0.98
gbm,clinical_biomarkers,0.021865904331207275,0.94,0.98
gbm,clinical_biomarkers,0.023956596851348877,0.94,0.96
gbm,clinical_biomarkers,0.024395644664764404,0.96,0.96
gbm,clinical_biomarkers,0.03201383352279663,0.98,0.96
gbm,clinical_biomarkers,0.03847098350524902,0.98,0.94
gbm,clinical_biomarkers,0.039233624935150146,0.98,0.92
gbm,clinical_biomarkers,0.046268343925476074,0.98,0.9
gbm,clinical_biomarkers,0.04628103971481323,0.98,0.88
gbm,clinical_biomarkers,0.046752750873565674,0.98,0.86
gbm,clinical_biomarkers,0.04740065336227417,0.98,0.84
gbm,clinical_biomarkers,0.04847186803817749,0.98,0.82
gbm,clinical_biomarkers,0.05115121603012085,0.98,0.8
gbm,clinical_biomarkers,0.053713440895080566,0.98,0.78
gbm,clinical_biomarkers,0.0636221170425415,0.98,0.76
gbm,clinical_biomarkers,0.06577873229980469,0.98,0.74
gbm,clinical_biomarkers,0.06773418188095093,0.98,0.72
gbm,clinical_biomarkers,0.0697636604309082,0.98,0.7
gbm,clinical_biomarkers,0.07925838232040405,0.98,0.68
gbm,clinical_biomarkers,0.07928484678268433,1,0.68
gbm,clinical_biomarkers,0.08684855699539185,1,0.66
gbm,clinical_biomarkers,0.11045998334884644,1,0.64
gbm,clinical_biomarkers,0.11567676067352295,1,0.62
gbm,clinical_biomarkers,0.13803339004516602,1,0.6
gbm,clinical_biomarkers,0.14054059982299805,1,0.58
gbm,clinical_biomarkers,0.14500361680984497,1,0.56
gbm,clinical_biomarkers,0.17474842071533203,1,0.54
gbm,clinical_biomarkers,0.17952007055282593,1,0.52
gbm,clinical_biomarkers,0.1821717619895935,1,0.5
gbm,clinical_biomarkers,0.18709808588027954,1,0.48
gbm,clinical_biomarkers,0.19263994693756104,1,0.46
gbm,clinical_biomarkers,0.19842547178268433,1,0.44
gbm,clinical_biomarkers,0.20748430490493774,1,0.42
gbm,clinical_biomarkers,0.2192622423171997,1,0.4
gbm,clinical_biomarkers,0.26172399520874023,1,0.38
gbm,clinical_biomarkers,0.3066595792770386,1,0.36
gbm,clinical_biomarkers,0.3549547791481018,1,0.34
gbm,clinical_biomarkers,0.41478532552719116,1,0.32
gbm,clinical_biomarkers,0.446601927280426,1,0.3
gbm,clinical_biomarkers,0.4789089560508728,1,0.28
gbm,clinical_biomarkers,0.4876852035522461,1,0.26
gbm,clinical_biomarkers,0.5208075940608978,1,0.24
gbm,clinical_biomarkers,0.5867223143577576,1,0.22
gbm,clinical_biomarkers,0.6560552418231964,1,0.2
gbm,clinical_biomarkers,0.6582464575767517,1,0.18
gbm,clinical_biomarkers,0.6618021726608276,1,0.16
gbm,clinical_biomarkers,0.7420069873332977,1,0.14
gbm,clinical_biomarkers,0.7578364610671997,1,0.12
gbm,clinical_biomarkers,0.8927490636706352,1,0.1
gbm,clinical_biomarkers,0.9292050674557686,1,0.08
gbm,clinical_biomarkers,0.9460194371640682,1,0.06
gbm,clinical_biomarkers,0.956948135048151,1,0.04
gbm,clinical_biomarkers,0.9714519884437323,1,0.02
gbm,clinical_biomarkers,Inf,1,0
