model,feature_set,.threshold,specificity,sensitivity
gbm,clinical,0.7870025932788849,0.45999999999999996,0.9
gbm,clinical,0.789311945438385,0.48,0.9
gbm,clinical,0.792372539639473,0.5,0.9
gbm,clinical,0.7928069233894348,0.52,0.9
gbm,clinical,0.798384428024292,0.54,0.9
gbm,clinical,0.8015597760677338,0.54,0.88
gbm,clinical,0.8187747150659561,0.56,0.88
gbm,clinical,0.8358765989542007,0.5800000000000001,0.88
gbm,clinical,0.8374448865652084,0.6,0.88
gbm,clinical,0.8450697660446167,0.62,0.88
gbm,clinical,0.8454539626836777,0.64,0.88
gbm,clinical,0.8548577725887299,0.6599999999999999,0.88
gbm,clinical,0.8574308454990387,0.6599999999999999,0.86
gbm,clinical,0.8633937984704971,0.6799999999999999,0.86
gbm,clinical,0.863894060254097,0.7,0.86
gbm,clinical,0.8648345619440079,0.72,0.86
gbm,clinical,0.8674535602331161,0.74,0.86
gbm,clinical,0.8770973533391953,0.76,0.86
gbm,clinical,0.8813466727733612,0.78,0.86
gbm,clinical,0.8831159397959709,0.8,0.86
gbm,clinical,0.8896278887987137,0.8,0.84
gbm,clinical,0.891525536775589,0.8,0.82
gbm,clinical,0.8942521587014198,0.8,0.8
gbm,clinical,0.8982065469026566,0.8200000000000001,0.8
gbm,clinical,0.8985418453812599,0.8200000000000001,0.78
gbm,clinical,0.8992356657981873,0.84,0.78
gbm,clinical,0.8996105417609215,0.86,0.78
gbm,clinical,0.906395211815834,0.88,0.78
gbm,clinical,0.9094646200537682,0.88,0.76
gbm,clinical,0.9110748767852783,0.9,0.76
gbm,clinical,0.9144166558980942,0.92,0.76
gbm,clinical,0.9228294417262077,0.92,0.74
gbm,clinical,0.9255388230085373,0.92,0.72
gbm,clinical,0.9276313781738281,0.92,0.7
gbm,clinical,0.9322318211197853,0.92,0.68
gbm,clinical,0.9323991686105728,0.92,0.66
gbm,clinical,0.936677061021328,0.92,0.64
gbm,clinical,0.9394840113818645,0.92,0.62
gbm,clinical,0.9400344081223011,0.92,0.6
gbm,clinical,0.940415732562542,0.92,0.58
gbm,clinical,0.9431465342640877,0.92,0.56
gbm,clinical,0.9433399029076099,0.92,0.54
gbm,clinical,0.9440967701375484,0.92,0.52
gbm,clinical,0.9482901766896248,0.92,0.5
gbm,clinical,0.9484223946928978,0.92,0.48
gbm,clinical,0.9533964730799198,0.92,0.46
gbm,clinical,0.9550904333591461,0.92,0.44
gbm,clinical,0.9581385552883148,0.92,0.42
gbm,clinical,0.9605952389538288,0.92,0.4
gbm,clinical,0.9619755670428276,0.92,0.38
gbm,clinical,0.962438091635704,0.92,0.36
gbm,clinical,0.9625900834798813,0.92,0.34
gbm,clinical,0.9668422341346741,0.92,0.32
gbm,clinical,0.9672848470509052,0.94,0.32
gbm,clinical,0.9693927206099033,0.94,0.3
gbm,clinical,0.9704714044928551,0.94,0.28
gbm,clinical,0.9707005191594362,0.94,0.26
gbm,clinical,0.9732081741094589,0.94,0.24
gbm,clinical,0.9740009624511003,0.96,0.24
gbm,clinical,0.9774159081280231,0.96,0.22
gbm,clinical,0.9776830356568098,0.96,0.2
gbm,clinical,0.981152206659317,0.98,0.2
gbm,clinical,0.9818794243037701,0.98,0.18
gbm,clinical,0.9829352013766766,0.98,0.16
gbm,clinical,0.9830595832318068,0.98,0.14
gbm,clinical,0.98526263050735,1,0.14
gbm,clinical,0.986479558981955,1,0.12
gbm,clinical,0.9875731375068426,1,0.1
gbm,clinical,0.9913600580766797,1,0.08
gbm,clinical,0.9923145887441933,1,0.06
gbm,clinical,0.992774676065892,1,0.04
gbm,clinical,0.9945383556187153,1,0.02
gbm,clinical,Inf,1,0
gbm,clinical_biomarkers,-Inf,0,1
gbm,clinical_biomarkers,0.002522289752960205,0,1
gbm,clinical_biomarkers,0.002787768840789795,0.020000000000000018,1
gbm,clinical_biomarkers,0.002908468246459961,0.040000000000000036,1
gbm,clinical_biomarkers,0.004013717174530029,0.06000000000000005,1
gbm,clinical_biomarkers,0.0042244791984558105,0.07999999999999996,1
gbm,clinical_biomarkers,0.004332065582275391,0.09999999999999998,1
gbm,clinical_biomarkers,0.0044116973876953125,0.12,1
gbm,clinical_biomarkers,0.0045318603515625,0.14,1
gbm,clinical_biomarkers,0.004682660102844238,0.16000000000000003,1
gbm,clinical_biomarkers,0.00522005558013916,0.18000000000000005,1
gbm,clinical_biomarkers,0.005449473857879639,0.19999999999999996,1
gbm,clinical_biomarkers,0.005740046501159668,0.21999999999999997,1
gbm,clinical_biomarkers,0.0057604312896728516,0.24,1
gbm,clinical_biomarkers,0.006022930145263672,0.26,1
gbm,clinical_biomarkers,0.006554961204528809,0.28,1
gbm,clinical_biomarkers,0.006664276123046875,0.30000000000000004,1
gbm,clinical_biomarkers,0.007227480411529541,0.31999999999999995,1
gbm,clinical_biomarkers,0.007432341575622559,0.33999999999999997,1
gbm,clinical_biomarkers,0.007605910301208496,0.36,1
gbm,clinical_biomarkers,0.007802426815032959,0.38,1
gbm,clinical_biomarkers,0.008751392364501953,0.4,1
gbm,clinical_biomarkers,0.008778929710388184,0.42000000000000004,1
gbm,clinical_biomarkers,0.0090274810791015625,0.43999999999999995,1
gbm,clinical_biomarkers,0.00956714153289795,0.45999999999999996,1
gbm,clinical_biomarkers,0.012472569942474365,0.48,1
gbm,clinical_biomarkers,0.012572884559631348,0.48,0.98
gbm,clinical_biomarkers,0.01344144344329834,0.5,0.98
gbm,clinical_biomarkers,0.014376640319824219,0.52,0.98
gbm,clinical_biomarkers,0.014668703079223633,0.54,0.98
gbm,clinical_biomarkers,0.014750540256500244,0.56,0.98
gbm,clinical_biomarkers,0.014908909797668457,0.5800000000000001,0.98
gbm,clinical_biomarkers,0.014969885349273682,0.6,0.98
gbm,clinical_biomarkers,0.01573038101196289,0.62,0.98
gbm,clinical_biomarkers,0.015785038471221924,0.64,0.98
gbm,clinical_biomarkers,0.01677757501602173,0.6599999999999999,0.98
gbm,clinical_biomarkers,0.017561376094818115,0.6799999999999999,0.98
gbm,clinical_biomarkers,0.01762789487838745,0.7,0.98
gbm,clinical_biomarkers,0.019704997539520264,0.72,0.98
gbm,clinical_biomarkers,0.02201688289642334,0.74,0.98
gbm,clinical_biomarkers,0.022260725498199463,0.76,0.98
gbm,clinical_biomarkers,0.023523926734924316,0.78,0.98
gbm,clinical_biomarkers,0.02407163381576538,0.8,0.98
gbm,clinical_biomarkers,0.025605857372283936,0.8200000000000001,0.98
gbm,clinical_biomarkers,0.02750033140182495,0.84,0.98
gbm,clinical_biomarkers,0.028125762939453125,0.86,0.98
gbm,clinical_biomarkers,0.030389130115509033,0.88,0.98
gbm,clinical_biomarkers,0.030773401260375977,0.9,0.98
gbm,clinical_biomarkers,0.03238821029663086,0.92,0.98
gbm,clinical_biomarkers,0.033958256244659424,0.94,0.98
gbm,clinical_biomarkers,0.03450816869735718,0.96,0.98
gbm,clinical_biomarkers,0.037763774394989014,0.96,0.96
gbm,clinical_biomarkers,0.03890877962112427,0.96,0.94
gbm,clinical_biomarkers,0.03921711444854736,0.96,0.92
gbm,clinical_biomarkers,0.045974791049957275,0.98,0.92
gbm,clinical_biomarkers,0.04853147268295288,0.98,0.9
gbm,clinical_biomarkers,0.05370551347732544,0.98,0.88
gbm,clinical_biomarkers,0.05420440435409546,1,0.88
gbm,clinical_biomarkers,0.055999755859375,1,0.86
gbm,clinical_biomarkers,0.056505560874938965,1,0.84
gbm,clinical_biomarkers,0.06163311004638672,1,0.82
gbm,clinical_biomarkers,0.06763243675231934,1,0.8
gbm,clinical_biomarkers,0.06791740655899048,1,0.78
gbm,clinical_biomarkers,0.07193303108215332,1,0.76
gbm,clinical_biomarkers,0.07474267482757568,1,0.74
gbm,clinical_biomarkers,0.07586264610290527,1,0.72
gbm,clinical_biomarkers,0.07863014936447144,1,0.7
gbm,clinical_biomarkers,0.0792618989944458,1,0.68
gbm,clinical_biomarkers,0.08474159240722656,1,0.66
gbm,clinical_biomarkers,0.10090214014053345,1,0.64
gbm,clinical_biomarkers,0.12006360292434692,1,0.62
gbm,clinical_biomarkers,0.13207131624221802,1,0.6
gbm,clinical_biomarkers,0.13316595554351807,1,0.58
gbm,clinical_biomarkers,0.1402146816253662,1,0.56
gbm,clinical_biomarkers,0.15108609199523926,1,0.54
gbm,clinical_biomarkers,0.15922397375106812,1,0.52
gbm,clinical_biomarkers,0.16246485710144043,1,0.5
gbm,clinical_biomarkers,0.1722763180732727,1,0.48
gbm,clinical_biomarkers,0.18723785877227783,1,0.46
gbm,clinical_biomarkers,0.2054305076599121,1,0.44
gbm,clinical_biomarkers,0.21542972326278687,1,0.42
gbm,clinical_biomarkers,0.26401400566101074,1,0.4
gbm,clinical_biomarkers,0.3044232130050659,1,0.38
gbm,clinical_biomarkers,0.3122113347053528,1,0.36
gbm,clinical_biomarkers,0.42074906826019287,1,0.34
gbm,clinical_biomarkers,0.42487120628356934,1,0.32
gbm,clinical_biomarkers,0.4653414487838745,1,0.3
gbm,clinical_biomarkers,0.47002166509628296,1,0.28
gbm,clinical_biomarkers,0.5591691136360168,1,0.26
gbm,clinical_biomarkers,0.574049562215805,1,0.24
gbm,clinical_biomarkers,0.6113594770431519,1,0.22
gbm,clinical_biomarkers,0.6272053718566895,1,0.2
gbm,clinical_biomarkers,0.6673158705234528,1,0.18
gbm,clinical_biomarkers,0.7467064559459686,1,0.16
gbm,clinical_biomarkers,0.7852927297353745,1,0.14
gbm,clinical_biomarkers,0.8727022409439087,1,0.12
gbm,clinical_biomarkers,0.8937489166855812,1,0.1
gbm,clinical_biomarkers,0.9200510159134865,1,0.08
gbm,clinical_biomarkers,0.9631947241723537,1,0.06
gbm,clinical_biomarkers,0.9734274931252003,1,0.04
gbm,clinical_biomarkers,0.984455032274127,1,0.02
gbm,clinical_biomarkers,Inf,1,0
